1 SEED
0 INIT_TIME
500000 FIN_TIME
10 ARRIVE_MIN
500 ARRIVE_MAX
0.2 QUIT_PROB
10 CPU_MIN
100 CPU_MAX
10 DISK1_MIN
100 DISK1_MAX
10 DISK2_MIN
100 DISK2_MAX
At time 0, Job 1 enters the CPU.
At time 417871, Job 887 arrives at Disk 1.
At time 418248, Job 888 arrives.
At time 418248, Job 888 enters the CPU.
At time 418342, Job 888 finishes at CPU.
At time 418342, Job 888 arrives at Disk 2.
At time 418719, Job 889 arrives.
At time 418719, Job 889 enters the CPU.
At time 418813, Job 889 finishes at CPU.
At time 418813, Job 889 arrives at Disk 1.
At time 419190, Job 890 arrives.
At time 419190, Job 890 enters the CPU.
At time 419284, Job 890 finishes at CPU.
At time 419284, Job 890 arrives at Disk 2.
At time 419661, Job 891 arrives.
At time 419661, Job 891 enters the CPU.
At time 419755, Job 891 finishes at CPU.
At time 419755, Job 891 arrives at Disk 1.
At time 420132, Job 892 arrives.
At time 420132, Job 892 enters the CPU.
At time 420226, Job 892 finishes at CPU.
At time 420226, Job 892 arrives at Disk 2.
At time 420603, Job 893 arrives.
At time 420603, Job 893 enters the CPU.
At time 420697, Job 893 finishes at CPU.
At time 420697, Job 893 arrives at Disk 1.
At time 421074, Job 894 arrives.
At time 421074, Job 894 enters the CPU.
At time 421168, Job 894 finishes at CPU.
At time 421168, Job 894 arrives at Disk 2.
At time 421545, Job 895 arrives.
At time 421545, Job 895 enters the CPU.
At time 421639, Job 895 finishes at CPU.
At time 421639, Job 895 arrives at Disk 1.
At time 422016, Job 896 arrives.
At time 422016, Job 896 enters the CPU.
At time 422110, Job 896 finishes at CPU.
At time 422110, Job 896 arrives at Disk 2.
At time 422487, Job 897 arrives.
At time 422487, Job 897 enters the CPU.
At time 422581, Job 897 finishes at CPU.
At time 422581, Job 897 arrives at Disk 1.
At time 422958, Job 898 arrives.
At time 422958, Job 898 enters the CPU.
At time 423052, Job 898 finishes at CPU.
At time 423052, Job 898 arrives at Disk 2.
At time 423429, Job 899 arrives.
At time 423429, Job 899 enters the CPU.
At time 423523, Job 899 finishes at CPU.
At time 423523, Job 899 arrives at Disk 1.
At time 423900, Job 900 arrives.
At time 423900, Job 900 enters the CPU.
At time 423994, Job 900 finishes at CPU.
At time 423994, Job 900 arrives at Disk 2.
At time 424371, Job 901 arrives.
At time 424371, Job 901 enters the CPU.
At time 424465, Job 901 finishes at CPU.
At time 424465, Job 901 arrives at Disk 1.
At time 424842, Job 902 arrives.
At time 424842, Job 902 enters the CPU.
At time 424936, Job 902 finishes at CPU.
At time 424936, Job 902 arrives at Disk 2.
At time 425313, Job 903 arrives.
At time 425313, Job 903 enters the CPU.
At time 425407, Job 903 finishes at CPU.
At time 425407, Job 903 arrives at Disk 1.
At time 425784, Job 904 arrives.
At time 425784, Job 904 enters the CPU.
At time 425878, Job 904 finishes at CPU.
At time 425878, Job 904 arrives at Disk 2.
At time 426255, Job 905 arrives.
At time 426255, Job 905 enters the CPU.
At time 426349, Job 905 finishes at CPU.
At time 426349, Job 905 arrives at Disk 1.
At time 426726, Job 906 arrives.
At time 426726, Job 906 enters the CPU.
At time 426820, Job 906 finishes at CPU.
At time 426820, Job 906 arrives at Disk 2.
At time 427197, Job 907 arrives.
At time 427197, Job 907 enters the CPU.
At time 427291, Job 907 finishes at CPU.
At time 427291, Job 907 arrives at Disk 1.
At time 427668, Job 908 arrives.
At time 427668, Job 908 enters the CPU.
At time 427762, Job 908 finishes at CPU.
At time 427762, Job 908 arrives at Disk 2.
At time 428139, Job 909 arrives.
At time 428139, Job 909 enters the CPU.
At time 428233, Job 909 finishes at CPU.
At time 428233, Job 909 arrives at Disk 1.
At time 428610, Job 910 arrives.
At time 428610, Job 910 enters the CPU.
At time 428704, Job 910 finishes at CPU.
At time 428704, Job 910 arrives at Disk 2.
At time 429081, Job 911 arrives.
At time 429081, Job 911 enters the CPU.
At time 429175, Job 911 finishes at CPU.
At time 429175, Job 911 arrives at Disk 1.
At time 429552, Job 912 arrives.
At time 429552, Job 912 enters the CPU.
At time 429646, Job 912 finishes at CPU.
At time 429646, Job 912 arrives at Disk 2.
At time 430023, Job 913 arrives.
At time 430023, Job 913 enters the CPU.
At time 430117, Job 913 finishes at CPU.
At time 430117, Job 913 arrives at Disk 1.
At time 430494, Job 914 arrives.
At time 430494, Job 914 enters the CPU.
At time 430588, Job 914 finishes at CPU.
At time 430588, Job 914 arrives at Disk 2.
At time 430965, Job 915 arrives.
At time 430965, Job 915 enters the CPU.
At time 431059, Job 915 finishes at CPU.
At time 431059, Job 915 arrives at Disk 1.
At time 431436, Job 916 arrives.
At time 431436, Job 916 enters the CPU.
At time 431530, Job 916 finishes at CPU.
At time 431530, Job 916 arrives at Disk 2.
At time 431907, Job 917 arrives.
At time 431907, Job 917 enters the CPU.
At time 432001, Job 917 finishes at CPU.
At time 432001, Job 917 arrives at Disk 1.
At time 432378, Job 918 arrives.
At time 432378, Job 918 enters the CPU.
At time 432472, Job 918 finishes at CPU.
At time 432472, Job 918 arrives at Disk 2.
At time 432849, Job 919 arrives.
At time 432849, Job 919 enters the CPU.
At time 432943, Job 919 finishes at CPU.
At time 432943, Job 919 arrives at Disk 1.
At time 433320, Job 920 arrives.
At time 433320, Job 920 enters the CPU.
At time 433414, Job 920 finishes at CPU.
At time 433414, Job 920 arrives at Disk 2.
At time 433791, Job 921 arrives.
At time 433791, Job 921 enters the CPU.
At time 433885, Job 921 finishes at CPU.
At time 433885, Job 921 arrives at Disk 1.
At time 434262, Job 922 arrives.
At time 434262, Job 922 enters the CPU.
At time 434356, Job 922 finishes at CPU.
At time 434356, Job 922 arrives at Disk 2.
At time 434733, Job 923 arrives.
At time 434733, Job 923 enters the CPU.
At time 434827, Job 923 finishes at CPU.
At time 434827, Job 923 arrives at Disk 1.
At time 435204, Job 924 arrives.
At time 435204, Job 924 enters the CPU.
At time 435298, Job 924 finishes at CPU.
At time 435298, Job 924 arrives at Disk 2.
At time 435675, Job 925 arrives.
At time 435675, Job 925 enters the CPU.
At time 435769, Job 925 finishes at CPU.
At time 435769, Job 925 arrives at Disk 1.
At time 436146, Job 926 arrives.
At time 436146, Job 926 enters the CPU.
At time 436240, Job 926 finishes at CPU.
At time 436240, Job 926 arrives at Disk 2.
At time 436617, Job 927 arrives.
At time 436617, Job 927 enters the CPU.
At time 436711, Job 927 finishes at CPU.
At time 436711, Job 927 arrives at Disk 1.
At time 437088, Job 928 arrives.
At time 437088, Job 928 enters the CPU.
At time 437182, Job 928 finishes at CPU.
At time 437182, Job 928 arrives at Disk 2.
At time 437559, Job 929 arrives.
At time 437559, Job 929 enters the CPU.
At time 437653, Job 929 finishes at CPU.
At time 437653, Job 929 arrives at Disk 1.
At time 438030, Job 930 arrives.
At time 438030, Job 930 enters the CPU.
At time 438124, Job 930 finishes at CPU.
At time 438124, Job 930 arrives at Disk 2.
At time 438501, Job 931 arrives.
At time 438501, Job 931 enters the CPU.
At time 438595, Job 931 finishes at CPU.
At time 438595, Job 931 arrives at Disk 1.
At time 438972, Job 932 arrives.
At time 438972, Job 932 enters the CPU.
At time 439066, Job 932 finishes at CPU.
At time 439066, Job 932 arrives at Disk 2.
At time 439443, Job 933 arrives.
At time 439443, Job 933 enters the CPU.
At time 439537, Job 933 finishes at CPU.
At time 439537, Job 933 arrives at Disk 1.
At time 439914, Job 934 arrives.
At time 439914, Job 934 enters the CPU.
At time 440008, Job 934 finishes at CPU.
At time 440008, Job 934 arrives at Disk 2.
At time 440385, Job 935 arrives.
At time 440385, Job 935 enters the CPU.
At time 440479, Job 935 finishes at CPU.
At time 440479, Job 935 arrives at Disk 1.
At time 440856, Job 936 arrives.
At time 440856, Job 936 enters the CPU.
At time 440950, Job 936 finishes at CPU.
At time 440950, Job 936 arrives at Disk 2.
At time 441327, Job 937 arrives.
At time 441327, Job 937 enters the CPU.
At time 441421, Job 937 finishes at CPU.
At time 441421, Job 937 arrives at Disk 1.
At time 441798, Job 938 arrives.
At time 441798, Job 938 enters the CPU.
At time 441892, Job 938 finishes at CPU.
At time 441892, Job 938 arrives at Disk 2.
At time 442269, Job 939 arrives.
At time 442269, Job 939 enters the CPU.
At time 442363, Job 939 finishes at CPU.
At time 442363, Job 939 arrives at Disk 1.
At time 442740, Job 940 arrives.
At time 442740, Job 940 enters the CPU.
At time 442834, Job 940 finishes at CPU.
At time 442834, Job 940 arrives at Disk 2.
At time 443211, Job 941 arrives.
At time 443211, Job 941 enters the CPU.
At time 443305, Job 941 finishes at CPU.
At time 443305, Job 941 arrives at Disk 1.
At time 443682, Job 942 arrives.
At time 443682, Job 942 enters the CPU.
At time 443776, Job 942 finishes at CPU.
At time 443776, Job 942 arrives at Disk 2.
At time 444153, Job 943 arrives.
At time 444153, Job 943 enters the CPU.
At time 444247, Job 943 finishes at CPU.
At time 444247, Job 943 arrives at Disk 1.
At time 444624, Job 944 arrives.
At time 444624, Job 944 enters the CPU.
At time 444718, Job 944 finishes at CPU.
At time 444718, Job 944 arrives at Disk 2.
At time 445095, Job 945 arrives.
At time 445095, Job 945 enters the CPU.
At time 445189, Job 945 finishes at CPU.
At time 445189, Job 945 arrives at Disk 1.
At time 445566, Job 946 arrives.
At time 445566, Job 946 enters the CPU.
At time 445660, Job 946 finishes at CPU.
At time 445660, Job 946 arrives at Disk 2.
At time 446037, Job 947 arrives.
At time 446037, Job 947 enters the CPU.
At time 446131, Job 947 finishes at CPU.
At time 446131, Job 947 arrives at Disk 1.
At time 446508, Job 948 arrives.
At time 446508, Job 948 enters the CPU.
At time 446602, Job 948 finishes at CPU.
At time 446602, Job 948 arrives at Disk 2.
At time 446979, Job 949 arrives.
At time 446979, Job 949 enters the CPU.
At time 447073, Job 949 finishes at CPU.
At time 447073, Job 949 arrives at Disk 1.
At time 447450, Job 950 arrives.
At time 447450, Job 950 enters the CPU.
At time 447544, Job 950 finishes at CPU.
At time 447544, Job 950 arrives at Disk 2.
At time 447921, Job 951 arrives.
At time 447921, Job 951 enters the CPU.
At time 448015, Job 951 finishes at CPU.
At time 448015, Job 951 arrives at Disk 1.
At time 448392, Job 952 arrives.
At time 448392, Job 952 enters the CPU.
At time 448486, Job 952 finishes at CPU.
At time 448486, Job 952 arrives at Disk 2.
At time 448863, Job 953 arrives.
At time 448863, Job 953 enters the CPU.
At time 448957, Job 953 finishes at CPU.
At time 448957, Job 953 arrives at Disk 1.
At time 449334, Job 954 arrives.
At time 449334, Job 954 enters the CPU.
At time 449428, Job 954 finishes at CPU.
At time 449428, Job 954 arrives at Disk 2.
At time 449805, Job 955 arrives.
At time 449805, Job 955 enters the CPU.
At time 449899, Job 955 finishes at CPU.
At time 449899, Job 955 arrives at Disk 1.
At time 450276, Job 956 arrives.
At time 450276, Job 956 enters the CPU.
At time 450370, Job 956 finishes at CPU.
At time 450370, Job 956 arrives at Disk 2.
At time 450747, Job 957 arrives.
At time 450747, Job 957 enters the CPU.
At time 450841, Job 957 finishes at CPU.
At time 450841, Job 957 arrives at Disk 1.
At time 451218, Job 958 arrives.
At time 451218, Job 958 enters the CPU.
At time 451312, Job 958 finishes at CPU.
At time 451312, Job 958 arrives at Disk 2.
At time 451689, Job 959 arrives.
At time 451689, Job 959 enters the CPU.
At time 451783, Job 959 finishes at CPU.
At time 451783, Job 959 arrives at Disk 1.
At time 452160, Job 960 arrives.
At time 452160, Job 960 enters the CPU.
At time 452254, Job 960 finishes at CPU.
At time 452254, Job 960 arrives at Disk 2.
At time 452631, Job 961 arrives.
At time 452631, Job 961 enters the CPU.
At time 452725, Job 961 finishes at CPU.
At time 452725, Job 961 arrives at Disk 1.
At time 453102, Job 962 arrives.
At time 453102, Job 962 enters the CPU.
At time 453196, Job 962 finishes at CPU.
At time 453196, Job 962 arrives at Disk 2.
At time 453573, Job 963 arrives.
At time 453573, Job 963 enters the CPU.
At time 453667, Job 963 finishes at CPU.
At time 453667, Job 963 arrives at Disk 1.
At time 454044, Job 964 arrives.
At time 454044, Job 964 enters the CPU.
At time 454138, Job 964 finishes at CPU.
At time 454138, Job 964 arrives at Disk 2.
At time 454515, Job 965 arrives.
At time 454515, Job 965 enters the CPU.
At time 454609, Job 965 finishes at CPU.
At time 454609, Job 965 arrives at Disk 1.
At time 454986, Job 966 arrives.
At time 454986, Job 966 enters the CPU.
At time 455080, Job 966 finishes at CPU.
At time 455080, Job 966 arrives at Disk 2.
At time 455457, Job 967 arrives.
At time 455457, Job 967 enters the CPU.
At time 455551, Job 967 finishes at CPU.
At time 455551, Job 967 arrives at Disk 1.
At time 455928, Job 968 arrives.
At time 455928, Job 968 enters the CPU.
At time 456022, Job 968 finishes at CPU.
At time 456022, Job 968 arrives at Disk 2.
At time 456399, Job 969 arrives.
At time 456399, Job 969 enters the CPU.
At time 456493, Job 969 finishes at CPU.
At time 456493, Job 969 arrives at Disk 1.
At time 456870, Job 970 arrives.
At time 456870, Job 970 enters the CPU.
At time 456964, Job 970 finishes at CPU.
At time 456964, Job 970 arrives at Disk 2.
At time 457341, Job 971 arrives.
At time 457341, Job 971 enters the CPU.
At time 457435, Job 971 finishes at CPU.
At time 457435, Job 971 arrives at Disk 1.
At time 457812, Job 972 arrives.
At time 457812, Job 972 enters the CPU.
At time 457906, Job 972 finishes at CPU.
At time 457906, Job 972 arrives at Disk 2.
At time 458283, Job 973 arrives.
At time 458283, Job 973 enters the CPU.
At time 458377, Job 973 finishes at CPU.
At time 458377, Job 973 arrives at Disk 1.
At time 458754, Job 974 arrives.
At time 458754, Job 974 enters the CPU.
At time 458848, Job 974 finishes at CPU.
At time 458848, Job 974 arrives at Disk 2.
At time 459225, Job 975 arrives.
At time 459225, Job 975 enters the CPU.
At time 459319, Job 975 finishes at CPU.
At time 459319, Job 975 arrives at Disk 1.
At time 459696, Job 976 arrives.
At time 459696, Job 976 enters the CPU.
At time 459790, Job 976 finishes at CPU.
At time 459790, Job 976 arrives at Disk 2.
At time 460167, Job 977 arrives.
At time 460167, Job 977 enters the CPU.
At time 460261, Job 977 finishes at CPU.
At time 460261, Job 977 arrives at Disk 1.
At time 460638, Job 978 arrives.
At time 460638, Job 978 enters the CPU.
At time 460732, Job 978 finishes at CPU.
At time 460732, Job 978 arrives at Disk 2.
At time 461109, Job 979 arrives.
At time 461109, Job 979 enters the CPU.
At time 461203, Job 979 finishes at CPU.
At time 461203, Job 979 arrives at Disk 1.
At time 461580, Job 980 arrives.
At time 461580, Job 980 enters the CPU.
At time 461674, Job 980 finishes at CPU.
At time 461674, Job 980 arrives at Disk 2.
At time 462051, Job 981 arrives.
At time 462051, Job 981 enters the CPU.
At time 462145, Job 981 finishes at CPU.
At time 462145, Job 981 arrives at Disk 1.
At time 462522, Job 982 arrives.
At time 462522, Job 982 enters the CPU.
At time 462616, Job 982 finishes at CPU.
At time 462616, Job 982 arrives at Disk 2.
At time 462993, Job 983 arrives.
At time 462993, Job 983 enters the CPU.
At time 463087, Job 983 finishes at CPU.
At time 463087, Job 983 arrives at Disk 1.
At time 463464, Job 984 arrives.
At time 463464, Job 984 enters the CPU.
At time 463558, Job 984 finishes at CPU.
At time 463558, Job 984 arrives at Disk 2.
At time 463935, Job 985 arrives.
At time 463935, Job 985 enters the CPU.
At time 464029, Job 985 finishes at CPU.
At time 464029, Job 985 arrives at Disk 1.
At time 464406, Job 986 arrives.
At time 464406, Job 986 enters the CPU.
At time 464500, Job 986 finishes at CPU.
At time 464500, Job 986 arrives at Disk 2.
At time 464877, Job 987 arrives.
At time 464877, Job 987 enters the CPU.
At time 464971, Job 987 finishes at CPU.
At time 464971, Job 987 arrives at Disk 1.
At time 465348, Job 988 arrives.
At time 465348, Job 988 enters the CPU.
At time 465442, Job 988 finishes at CPU.
At time 465442, Job 988 arrives at Disk 2.
At time 465819, Job 989 arrives.
At time 465819, Job 989 enters the CPU.
At time 465913, Job 989 finishes at CPU.
At time 465913, Job 989 arrives at Disk 1.
At time 466290, Job 990 arrives.
At time 466290, Job 990 enters the CPU.
At time 466384, Job 990 finishes at CPU.
At time 466384, Job 990 arrives at Disk 2.
At time 466761, Job 991 arrives.
At time 466761, Job 991 enters the CPU.
At time 466855, Job 991 finishes at CPU.
At time 466855, Job 991 arrives at Disk 1.
At time 467232, Job 992 arrives.
At time 467232, Job 992 enters the CPU.
At time 467326, Job 992 finishes at CPU.
At time 467326, Job 992 arrives at Disk 2.
At time 467703, Job 993 arrives.
At time 467703, Job 993 enters the CPU.
At time 467797, Job 993 finishes at CPU.
At time 467797, Job 993 arrives at Disk 1.
At time 468174, Job 994 arrives.
At time 468174, Job 994 enters the CPU.
At time 468268, Job 994 finishes at CPU.
At time 468268, Job 994 arrives at Disk 2.
At time 468645, Job 995 arrives.
At time 468645, Job 995 enters the CPU.
At time 468739, Job 995 finishes at CPU.
At time 468739, Job 995 arrives at Disk 1.
At time 469116, Job 996 arrives.
At time 469116, Job 996 enters the CPU.
At time 469210, Job 996 finishes at CPU.
At time 469210, Job 996 arrives at Disk 2.
At time 469587, Job 997 arrives.
At time 469587, Job 997 enters the CPU.
At time 469681, Job 997 finishes at CPU.
At time 469681, Job 997 arrives at Disk 1.
At time 470058, Job 998 arrives.
At time 470058, Job 998 enters the CPU.
At time 470152, Job 998 finishes at CPU.
At time 470152, Job 998 arrives at Disk 2.
At time 470529, Job 999 arrives.
At time 470529, Job 999 enters the CPU.
At time 470623, Job 999 finishes at CPU.
At time 470623, Job 999 arrives at Disk 1.
At time 471000, Job 1000 arrives.
At time 471000, Job 1000 enters the CPU.
At time 471094, Job 1000 finishes at CPU.
At time 471094, Job 1000 arrives at Disk 2.
At time 471471, Job 1001 arrives.
At time 471471, Job 1001 enters the CPU.
At time 471565, Job 1001 finishes at CPU.
At time 471565, Job 1001 arrives at Disk 1.
At time 471942, Job 1002 arrives.
At time 471942, Job 1002 enters the CPU.
At time 472036, Job 1002 finishes at CPU.
At time 472036, Job 1002 arrives at Disk 2.
At time 472413, Job 1003 arrives.
At time 472413, Job 1003 enters the CPU.
At time 472507, Job 1003 finishes at CPU.
At time 472507, Job 1003 arrives at Disk 1.
At time 472884, Job 1004 arrives.
At time 472884, Job 1004 enters the CPU.
At time 472978, Job 1004 finishes at CPU.
At time 472978, Job 1004 arrives at Disk 2.
At time 473355, Job 1005 arrives.
At time 473355, Job 1005 enters the CPU.
At time 473449, Job 1005 finishes at CPU.
At time 473449, Job 1005 arrives at Disk 1.
At time 473826, Job 1006 arrives.
At time 473826, Job 1006 enters the CPU.
At time 473920, Job 1006 finishes at CPU.
At time 473920, Job 1006 arrives at Disk 2.
At time 474297, Job 1007 arrives.
At time 474297, Job 1007 enters the CPU.
At time 474391, Job 1007 finishes at CPU.
At time 474391, Job 1007 arrives at Disk 1.
At time 474768, Job 1008 arrives.
At time 474768, Job 1008 enters the CPU.
At time 474862, Job 1008 finishes at CPU.
At time 474862, Job 1008 arrives at Disk 2.
At time 475239, Job 1009 arrives.
At time 475239, Job 1009 enters the CPU.
At time 475333, Job 1009 finishes at CPU.
At time 475333, Job 1009 arrives at Disk 1.
At time 475710, Job 1010 arrives.
At time 475710, Job 1010 enters the CPU.
At time 475804, Job 1010 finishes at CPU.
At time 475804, Job 1010 arrives at Disk 2.
At time 476181, Job 1011 arrives.
At time 476181, Job 1011 enters the CPU.
At time 476275, Job 1011 finishes at CPU.
At time 476275, Job 1011 arrives at Disk 1.
At time 476652, Job 1012 arrives.
At time 476652, Job 1012 enters the CPU.
At time 476746, Job 1012 finishes at CPU.
At time 476746, Job 1012 arrives at Disk 2.
At time 477123, Job 1013 arrives.
At time 477123, Job 1013 enters the CPU.
At time 477217, Job 1013 finishes at CPU.
At time 477217, Job 1013 arrives at Disk 1.
At time 477594, Job 1014 arrives.
At time 477594, Job 1014 enters the CPU.
At time 477688, Job 1014 finishes at CPU.
At time 477688, Job 1014 arrives at Disk 2.
At time 478065, Job 1015 arrives.
At time 478065, Job 1015 enters the CPU.
At time 478159, Job 1015 finishes at CPU.
At time 478159, Job 1015 arrives at Disk 1.
At time 478536, Job 1016 arrives.
At time 478536, Job 1016 enters the CPU.
At time 478630, Job 1016 finishes at CPU.
At time 478630, Job 1016 arrives at Disk 2.
At time 479007, Job 1017 arrives.
At time 479007, Job 1017 enters the CPU.
At time 479101, Job 1017 finishes at CPU.
At time 479101, Job 1017 arrives at Disk 1.
At time 479478, Job 1018 arrives.
At time 479478, Job 1018 enters the CPU.
At time 479572, Job 1018 finishes at CPU.
At time 479572, Job 1018 arrives at Disk 2.
At time 479949, Job 1019 arrives.
At time 479949, Job 1019 enters the CPU.
At time 480043, Job 1019 finishes at CPU.
At time 480043, Job 1019 arrives at Disk 1.
At time 480420, Job 1020 arrives.
At time 480420, Job 1020 enters the CPU.
At time 480514, Job 1020 finishes at CPU.
At time 480514, Job 1020 arrives at Disk 2.
At time 480891, Job 1021 arrives.
At time 480891, Job 1021 enters the CPU.
At time 480985, Job 1021 finishes at CPU.
At time 480985, Job 1021 arrives at Disk 1.
At time 481362, Job 1022 arrives.
At time 481362, Job 1022 enters the CPU.
At time 481456, Job 1022 finishes at CPU.
At time 481456, Job 1022 arrives at Disk 2.
At time 481833, Job 1023 arrives.
At time 481833, Job 1023 enters the CPU.
At time 481927, Job 1023 finishes at CPU.
At time 481927, Job 1023 arrives at Disk 1.
At time 482304, Job 1024 arrives.
At time 482304, Job 1024 enters the CPU.
At time 482398, Job 1024 finishes at CPU.
At time 482398, Job 1024 arrives at Disk 2.
At time 482775, Job 1025 arrives.
At time 482775, Job 1025 enters the CPU.
At time 482869, Job 1025 finishes at CPU.
At time 482869, Job 1025 arrives at Disk 1.
At time 483246, Job 1026 arrives.
At time 483246, Job 1026 enters the CPU.
At time 483340, Job 1026 finishes at CPU.
At time 483340, Job 1026 arrives at Disk 2.
At time 483717, Job 1027 arrives.
At time 483717, Job 1027 enters the CPU.
At time 483811, Job 1027 finishes at CPU.
At time 483811, Job 1027 arrives at Disk 1.
At time 484188, Job 1028 arrives.
At time 484188, Job 1028 enters the CPU.
At time 484282, Job 1028 finishes at CPU.
At time 484282, Job 1028 arrives at Disk 2.
At time 484659, Job 1029 arrives.
At time 484659, Job 1029 enters the CPU.
At time 484753, Job 1029 finishes at CPU.
At time 484753, Job 1029 arrives at Disk 1.
At time 485130, Job 1030 arrives.
At time 485130, Job 1030 enters the CPU.
At time 485224, Job 1030 finishes at CPU.
At time 485224, Job 1030 arrives at Disk 2.
At time 485601, Job 1031 arrives.
At time 485601, Job 1031 enters the CPU.
At time 485695, Job 1031 finishes at CPU.
At time 485695, Job 1031 arrives at Disk 1.
At time 486072, Job 1032 arrives.
At time 486072, Job 1032 enters the CPU.
At time 486166, Job 1032 finishes at CPU.
At time 486166, Job 1032 arrives at Disk 2.
At time 486543, Job 1033 arrives.
At time 486543, Job 1033 enters the CPU.
At time 486637, Job 1033 finishes at CPU.
At time 486637, Job 1033 arrives at Disk 1.
At time 487014, Job 1034 arrives.
At time 487014, Job 1034 enters the CPU.
At time 487108, Job 1034 finishes at CPU.
At time 487108, Job 1034 arrives at Disk 2.
At time 487485, Job 1035 arrives.
At time 487485, Job 1035 enters the CPU.
At time 487579, Job 1035 finishes at CPU.
At time 487579, Job 1035 arrives at Disk 1.
At time 487956, Job 1036 arrives.
At time 487956, Job 1036 enters the CPU.
At time 488050, Job 1036 finishes at CPU.
At time 488050, Job 1036 arrives at Disk 2.
At time 488427, Job 1037 arrives.
At time 488427, Job 1037 enters the CPU.
At time 488521, Job 1037 finishes at CPU.
At time 488521, Job 1037 arrives at Disk 1.
At time 488898, Job 1038 arrives.
At time 488898, Job 1038 enters the CPU.
At time 488992, Job 1038 finishes at CPU.
At time 488992, Job 1038 arrives at Disk 2.
At time 489369, Job 1039 arrives.
At time 489369, Job 1039 enters the CPU.
At time 489463, Job 1039 finishes at CPU.
At time 489463, Job 1039 arrives at Disk 1.
At time 489840, Job 1040 arrives.
At time 489840, Job 1040 enters the CPU.
At time 489934, Job 1040 finishes at CPU.
At time 489934, Job 1040 arrives at Disk 2.
At time 490311, Job 1041 arrives.
At time 490311, Job 1041 enters the CPU.
At time 490405, Job 1041 finishes at CPU.
At time 490405, Job 1041 arrives at Disk 2.
At time 490782, Job 1042 arrives.
At time 490782, Job 1042 enters the CPU.
At time 490876, Job 1042 finishes at CPU.
At time 490876, Job 1042 arrives at Disk 1.
At time 491253, Job 1043 arrives.
At time 491253, Job 1043 enters the CPU.
At time 491347, Job 1043 finishes at CPU.
At time 491347, Job 1043 arrives at Disk 1.
At time 491724, Job 1044 arrives.
At time 491724, Job 1044 enters the CPU.
At time 491818, Job 1044 finishes at CPU.
At time 491818, Job 1044 arrives at Disk 2.
At time 492195, Job 1045 arrives.
At time 492195, Job 1045 enters the CPU.
At time 492289, Job 1045 finishes at CPU.
At time 492289, Job 1045 arrives at Disk 1.
At time 492666, Job 1046 arrives.
At time 492666, Job 1046 enters the CPU.
At time 492760, Job 1046 finishes at CPU.
At time 492760, Job 1046 arrives at Disk 2.
At time 493137, Job 1047 arrives.
At time 493137, Job 1047 enters the CPU.
At time 493231, Job 1047 finishes at CPU.
At time 493231, Job 1047 arrives at Disk 1.
At time 493608, Job 1048 arrives.
At time 493608, Job 1048 enters the CPU.
At time 493702, Job 1048 finishes at CPU.
At time 493702, Job 1048 arrives at Disk 2.
At time 494079, Job 1049 arrives.
At time 494079, Job 1049 enters the CPU.
At time 494173, Job 1049 finishes at CPU.
At time 494173, Job 1049 arrives at Disk 1.
At time 494550, Job 1050 arrives.
At time 494550, Job 1050 enters the CPU.
At time 494644, Job 1050 finishes at CPU.
At time 494644, Job 1050 arrives at Disk 2.
At time 495021, Job 1051 arrives.
At time 495021, Job 1051 enters the CPU.
At time 495115, Job 1051 finishes at CPU.
At time 495115, Job 1051 arrives at Disk 1.
At time 495492, Job 1052 arrives.
At time 495492, Job 1052 enters the CPU.
At time 495586, Job 1052 finishes at CPU.
At time 495586, Job 1052 arrives at Disk 2.
At time 495963, Job 1053 arrives.
At time 495963, Job 1053 enters the CPU.
At time 496057, Job 1053 finishes at CPU.
At time 496057, Job 1053 arrives at Disk 1.
At time 496434, Job 1054 arrives.
At time 496434, Job 1054 enters the CPU.
At time 496528, Job 1054 finishes at CPU.
At time 496528, Job 1054 arrives at Disk 2.
At time 496905, Job 1055 arrives.
At time 496905, Job 1055 enters the CPU.
At time 496999, Job 1055 finishes at CPU.
At time 496999, Job 1055 arrives at Disk 1.
At time 497376, Job 1056 arrives.
At time 497376, Job 1056 enters the CPU.
At time 497470, Job 1056 finishes at CPU.
At time 497470, Job 1056 arrives at Disk 2.
At time 497847, Job 1057 arrives.
At time 497847, Job 1057 enters the CPU.
At time 497941, Job 1057 finishes at CPU.
At time 497941, Job 1057 arrives at Disk 1.
At time 498318, Job 1058 arrives.
At time 498318, Job 1058 enters the CPU.
At time 498412, Job 1058 finishes at CPU.
At time 498412, Job 1058 arrives at Disk 2.
At time 498789, Job 1059 arrives.
At time 498789, Job 1059 enters the CPU.
At time 498883, Job 1059 finishes at CPU.
At time 498883, Job 1059 arrives at Disk 1.
At time 499260, Job 1060 arrives.
At time 499260, Job 1060 enters the CPU.
At time 499354, Job 1060 finishes at CPU.
At time 499354, Job 1060 arrives at Disk 2.
At time 499731, Job 1061 arrives.
At time 499731, Job 1061 enters the CPU.
At time 499825, Job 1061 finishes at CPU.
At time 499825, Job 1061 arrives at Disk 1.
Simulation finished. :)
